Gene ID,Gene Name,Score(d),Numerator(r),Denominator(s+s0),FoldChange,q-value(%),PEP,Log10FoldChange,AbsLog10FoldChange
IPO5,IPO5,4211,-3.251,-3238,995.853,0.763,0,FALSE,-0.11747546204512,0.11747546204512
TTC21B,TTC21B,9507,-3.251,-3238,995.853,0.727,0,FALSE,-0.138465589140962,0.138465589140962
SHC4,SHC4,7941,-3.249,-3235.5,995.853,0.319,0,FALSE,-0.496209316942819,0.496209316942819
TSPAN12,TSPAN12,9473,-3.248,-3235,995.853,0.559,0,FALSE,-0.252588192113577,0.252588192113577
ZNF510,ZNF510,10323,-3.247,-3234,995.853,0.783,0,FALSE,-0.106238237942057,0.106238237942057
PLCE1,PLCE1,6495,-3.246,-3233,995.853,0.475,0,TRUE,-0.323306390375133,0.323306390375133
TMEM109,TMEM109,9076,-3.246,-3233,995.853,0.761,0,FALSE,-0.118615343229427,0.118615343229427
MTMR9,MTMR9,5411,-3.245,-3232,995.853,0.743,0,FALSE,-0.129011186239425,0.129011186239425
MUC4,MUC4,5430,-3.245,-3232,995.853,0.339,0,TRUE,-0.469800301796918,0.469800301796918
MAPRE2,MAPRE2,4972,-3.244,-3231,995.853,0.695,0,FALSE,-0.158015195409886,0.158015195409886
ZNF383,ZNF383,10283,-3.242,-3229,995.853,0.774,0,FALSE,-0.111259039317107,0.111259039317107
ITPR2,ITPR2,4306,-3.241,-3228,995.853,0.569,0,FALSE,-0.244887733604929,0.244887733604929
ARID1B,ARID1B,584,-3.237,-3224,995.853,0.806,0,FALSE,-0.0936649581949093,0.0936649581949093
ART3,ART3,645,-3.237,-3224,995.853,0.74,0,FALSE,-0.130768280269024,0.130768280269024
PPFIBP1,PPFIBP1,6674,-3.236,-3223,995.853,0.71,0,FALSE,-0.148741651280925,0.148741651280925
SNTB1,SNTB1,8347,-3.235,-3222,995.853,0.638,0,FALSE,-0.195179321278838,0.195179321278838
CEBPB,CEBPB,1593,-3.233,-3220,995.853,0.639,0,FALSE,-0.1944991418416,0.1944991418416
SF3A1,SF3A1,7870,-3.233,-3220,995.853,0.827,0,FALSE,-0.0824944904474534,0.0824944904474534
ACADM,ACADM,84,-3.232,-3219,995.853,0.665,0,FALSE,-0.177178354696895,0.177178354696895
ASPH,ASPH,672,-3.229,-3216,995.853,0.519,0,FALSE,-0.284832642151542,0.284832642151542
PLEKHA7,PLEKHA7,6515,-3.229,-3216,995.853,0.701,0,FALSE,-0.154281982033341,0.154281982033341
ST5,ST5,8555,-3.229,-3216,995.853,0.64,0,FALSE,-0.193820026016113,0.193820026016113
PEX5,PEX5,6298,-3.228,-3215,995.853,0.779,0,FALSE,-0.108462542327436,0.108462542327436
ZNF300,ZNF300,10257,-3.225,-3212,995.853,0.518,0,FALSE,-0.285670240254767,0.285670240254767
KLF5,KLF5,4512,-3.224,-3211,995.853,0.409,0,FALSE,-0.388276691992658,0.388276691992658
PIGL,PIGL,6397,-3.224,-3211,995.853,0.663,0,FALSE,-0.178486471595227,0.178486471595227
PKN2,PKN2,6463,-3.223,-3210,995.853,0.755,0,FALSE,-0.122053048370812,0.122053048370812
CCDC84,CCDC84,1376,-3.222,-3209,995.853,0.699,0,FALSE,-0.155522824254319,0.155522824254319
IGFBP3,IGFBP3,4085,-3.22,-3207,995.853,0.597,0,FALSE,-0.224025668870631,0.224025668870631
PLEKHG4,PLEKHG4,6522,-3.218,-3205,995.853,0.526,0,FALSE,-0.279014255846261,0.279014255846261
TNFRSF11A,TNFRSF11A,9238,-3.218,-3205,995.853,0.541,0,FALSE,-0.266802734893431,0.266802734893431
VAMP5,VAMP5,9790,-3.218,-3205,995.853,0.604,0,FALSE,-0.218963061378868,0.218963061378868
GPR155,GPR155,3648,-3.216,-3203,995.853,0.673,0,TRUE,-0.171984935776023,0.171984935776023
KLHDC2,KLHDC2,4518,-3.216,-3203,995.853,0.764,0,FALSE,-0.11690664142431,0.11690664142431
LYRM4,LYRM4,4856,-3.216,-3203,995.853,0.767,0,FALSE,-0.115204636051019,0.115204636051019
USP33,USP33,9754,-3.215,-3202,995.853,0.777,0,FALSE,-0.109578981199086,0.109578981199086
MED9,MED9,5095,-3.214,-3201,995.853,0.796,0,FALSE,-0.0990869322623309,0.0990869322623309
RLBP1,RLBP1,7381,-3.214,-3201,995.853,0.804,0,FALSE,-0.0947439512515487,0.0947439512515487
RWDD3,RWDD3,7612,-3.214,-3201,995.853,0.781,0,FALSE,-0.1073489661227,0.1073489661227
ABL1,ABL1,67,-3.213,-3200,995.853,0.791,0,FALSE,-0.101823516502323,0.101823516502323
PTEN,PTEN,6927,-3.213,-3200,995.853,0.72,0,FALSE,-0.142667503568732,0.142667503568732
PHGDH,PHGDH,6357,-3.213,-3199.5,995.853,0.489,0,FALSE,-0.31069114087638,0.31069114087638
MID2,MID2,5176,-3.212,-3199,995.853,0.723,0,FALSE,-0.140861702705469,0.140861702705469
TRIM7,TRIM7,9411,-3.212,-3199,995.853,0.535,0,FALSE,-0.271646217978772,0.271646217978772
TNN,TNN,9267,-3.21,-3197,995.853,0.32,0,TRUE,-0.494850021680094,0.494850021680094
FILIP1,FILIP1,3217,-3.209,-3196,995.853,0.513,0,FALSE,-0.289882634888184,0.289882634888184
GTF2H1,GTF2H1,3729,-3.209,-3196,995.853,0.82,0,FALSE,-0.0861861476162833,0.0861861476162833
NUP54,NUP54,5927,-3.209,-3196,995.853,0.841,0,FALSE,-0.0752040042020878,0.0752040042020878
GEMIN4,GEMIN4,3455,-3.207,-3194,995.853,0.736,0,FALSE,-0.133122185662501,0.133122185662501
SARM1,SARM1,7657,-3.207,-3194,995.853,0.524,0,FALSE,-0.280668713016273,0.280668713016273
AKAP11,AKAP11,288,-3.205,-3192,995.853,0.713,0,FALSE,-0.146910470148134,0.146910470148134
FBXO7,FBXO7,3148,-3.205,-3192,995.853,0.812,0,FALSE,-0.0904439707588247,0.0904439707588247
ZNF862,ZNF862,10432,-3.203,-3190,995.853,0.654,0,FALSE,-0.184422251675733,0.184422251675733
DUSP26,DUSP26,2563,-3.2,-3187,995.853,0.491,0,FALSE,-0.308918507877032,0.308918507877032
FHIT,FHIT,3205,-3.2,-3187,995.853,0.558,0,FALSE,-0.253365801062421,0.253365801062421
SEC22C,SEC22C,7761,-3.2,-3187,995.853,0.798,0,FALSE,-0.0979971086492706,0.0979971086492706
AFF1,AFF1,237,-3.195,-3182,995.853,0.704,0,FALSE,-0.152427340857888,0.152427340857888
RAVER2,RAVER2,7181,-3.195,-3182,995.853,0.608,0,FALSE,-0.216096420727265,0.216096420727265
DCUN1D4,DCUN1D4,2247,-3.194,-3181,995.853,0.767,0,FALSE,-0.115204636051019,0.115204636051019
MRPS25,MRPS25,5345,-3.194,-3181,995.853,0.79,0,FALSE,-0.102372908709559,0.102372908709559
REEP2,REEP2,7260,-3.194,-3181,995.853,0.432,0,TRUE,-0.364516253185088,0.364516253185088
NEK7,NEK7,5652,-3.193,-3180,995.853,0.63,0,FALSE,-0.200659450546418,0.200659450546418
PHF21A,PHF21A,6351,-3.193,-3180,995.853,0.815,0,FALSE,-0.0888423912600234,0.0888423912600234
CYP20A1,CYP20A1,2159,-3.192,-3179,995.853,0.795,0,TRUE,-0.0996328713435297,0.0996328713435297
MAPRE3,MAPRE3,4973,-3.192,-3179,995.853,0.686,0,FALSE,-0.163675884293248,0.163675884293248
RGMB,RGMB,7308,-3.191,-3178,995.853,0.75,0,FALSE,-0.1249387366083,0.1249387366083
TMCO6,TMCO6,9057,-3.189,-3176,995.853,0.755,0,FALSE,-0.122053048370812,0.122053048370812
HPS4,HPS4,3959,-3.187,-3174,995.853,0.788,0,FALSE,-0.103473782510445,0.103473782510445
SLU7,SLU7,8244,-3.185,-3172,995.853,0.819,0,FALSE,-0.0867160982395816,0.0867160982395816
GLT8D2,GLT8D2,3541,-3.182,-3169,995.853,0.575,0,FALSE,-0.24033215531037,0.24033215531037
ATG2B,ATG2B,701,-3.181,-3168,995.853,0.748,0,TRUE,-0.126098402135539,0.126098402135539
GDA,GDA,3447,-3.18,-3167,995.853,0.401,0,FALSE,-0.396855627379818,0.396855627379818
GSTA4,GSTA4,3716,-3.18,-3167,995.853,0.636,0,FALSE,-0.196542884351586,0.196542884351586
ZNF407,ZNF407,10293,-3.18,-3167,995.853,0.771,0,FALSE,-0.112945621949043,0.112945621949043
KIAA1143,KIAA1143,4445,-3.179,-3166,995.853,0.782,0,FALSE,-0.106793246940152,0.106793246940152
OSGIN1,OSGIN1,6010,-3.179,-3166,995.853,0.508,0,FALSE,-0.294136287716081,0.294136287716081
CYP7B1,CYP7B1,2174,-3.177,-3164,995.853,0.55,0,TRUE,-0.259637310505756,0.259637310505756
STX8,STX8,8650,-3.175,-3162,995.853,0.718,0,TRUE,-0.1438755557577,0.1438755557577
PHF3,PHF3,6353,-3.174,-3161,995.853,0.78,0,FALSE,-0.10790539730952,0.10790539730952
CMPK1,CMPK1,1814,-3.172,-3159,995.853,0.779,0,FALSE,-0.108462542327436,0.108462542327436
NDUFAF4,NDUFAF4,5615,-3.17,-3157,995.853,0.765,0,FALSE,-0.116338564846382,0.116338564846382
CTSF,CTSF,2092,-3.167,-3154,995.853,0.673,0,FALSE,-0.171984935776023,0.171984935776023
COL21A1,COL21A1,1877,-3.166,-3153,995.853,0.467,0,FALSE,-0.330683119433888,0.330683119433888
SPRED1,SPRED1,8471,-3.165,-3152,995.853,0.672,0,FALSE,-0.172630726946175,0.172630726946175
RAB9A,RAB9A,7081,-3.163,-3150,995.853,0.816,0,FALSE,-0.0883098412461389,0.0883098412461389
CDON,CDON,1585,-3.162,-3149,995.853,0.517,0,FALSE,-0.286509456906058,0.286509456906058
SV2A,SV2A,8692,-3.16,-3147,995.853,0.518,0,FALSE,-0.285670240254767,0.285670240254767
FOXK1,FOXK1,3288,-3.157,-3144,995.853,0.687,0,FALSE,-0.16304326294045,0.16304326294045
TGDS,TGDS,8923,-3.157,-3144,995.853,0.777,0,FALSE,-0.109578981199086,0.109578981199086
DMBT1,DMBT1,2407,-3.156,-3143,995.853,0.317,0,FALSE,-0.498940737782249,0.498940737782249
TEC,TEC,8885,-3.155,-3142,995.853,0.628,0,TRUE,-0.202040356262804,0.202040356262804
USP30,USP30,9752,-3.153,-3140,995.853,0.763,0,FALSE,-0.11747546204512,0.11747546204512
ETFB,ETFB,2881,-3.152,-3139,995.853,0.54,0,FALSE,-0.267606240177031,0.267606240177031
TSPAN3,TSPAN3,9481,-3.151,-3138,995.853,0.59,0,FALSE,-0.229147988357856,0.229147988357856
TGM1,TGM1,8934,-3.15,-3137,995.853,0.466,0,FALSE,-0.33161408331,0.33161408331
IKZF4,IKZF4,4105,-3.148,-3135,995.853,0.783,0,FALSE,-0.106238237942057,0.106238237942057
RAB8B,RAB8B,7080,-3.148,-3135,995.853,0.717,0,TRUE,-0.1444808443322,0.1444808443322
RARRES1,RARRES1,7148,-3.146,-3133,995.853,0.427,0,FALSE,-0.369572124974976,0.369572124974976
SYTL3,SYTL3,8735,-3.144,-3131,995.853,0.637,0,TRUE,-0.19586056766465,0.19586056766465
TRIM9,TRIM9,9413,-3.142,-3129,995.853,0.44,0,FALSE,-0.356547323513813,0.356547323513813
ZNF449,ZNF449,10307,-3.142,-3129,995.853,0.761,0,FALSE,-0.118615343229427,0.118615343229427
EFEMP2,EFEMP2,2646,-3.141,-3128,995.853,0.608,0,FALSE,-0.216096420727265,0.216096420727265
VWDE,VWDE,9877,-3.138,-3125,995.853,0.272,0,FALSE,-0.565431095965801,0.565431095965801
TRIM23,TRIM23,9385,-3.137,-3124,995.853,0.732,0,FALSE,-0.135488918941608,0.135488918941608
NUBPL,NUBPL,5885,-3.136,-3123,995.853,0.761,0,FALSE,-0.118615343229427,0.118615343229427
WDR48,WDR48,9917,-3.134,-3121,995.853,0.803,0,FALSE,-0.095284454721319,0.095284454721319
WISP2,WISP2,9962,-3.132,-3119,995.853,0.332,0,TRUE,-0.478861916295964,0.478861916295964
LRCH3,LRCH3,4755,-3.128,-3115,995.853,0.832,0,FALSE,-0.0798766737092761,0.0798766737092761
BTN1A1,BTN1A1,1021,-3.127,-3114,995.853,0.365,0,TRUE,-0.437707135543525,0.437707135543525
ALPK3,ALPK3,354,-3.123,-3110,995.853,0.432,0,FALSE,-0.364516253185088,0.364516253185088
PFDN5,PFDN5,6304,-3.123,-3110,995.853,0.73,0,FALSE,-0.136677139879544,0.136677139879544
KCND1,KCND1,4360,-3.122,-3109,995.853,0.622,0,FALSE,-0.206209615309181,0.206209615309181
PACRGL,PACRGL,6052,-3.122,-3109,995.853,0.767,0,FALSE,-0.115204636051019,0.115204636051019
MICALL1,MICALL1,5173,-3.12,-3107,995.853,0.701,0,FALSE,-0.154281982033341,0.154281982033341
PAPD7,PAPD7,6094,-3.12,-3107,995.853,0.775,0,FALSE,-0.11069829749369,0.11069829749369
BCKDHB,BCKDHB,881,-3.119,-3106,995.853,0.686,0,FALSE,-0.163675884293248,0.163675884293248
IFFO1,IFFO1,4057,-3.118,-3105,995.853,0.602,0,TRUE,-0.220403508742175,0.220403508742175
RPL17,RPL17,7492,-3.118,-3105,995.853,0.683,0,FALSE,-0.165579296318467,0.165579296318467
SLC34A2,SLC34A2,8124,-3.118,-3105,995.853,0.17,0,FALSE,-0.769551078621726,0.769551078621726
TPK1,TPK1,9325,-3.118,-3105,995.853,0.667,0,FALSE,-0.175874166083451,0.175874166083451
CYP27C1,CYP27C1,2165,-3.117,-3104,995.853,0.538,0,FALSE,-0.269217724333611,0.269217724333611
PTPRG,PTPRG,6973,-3.117,-3104,995.853,0.596,0,FALSE,-0.224753740259764,0.224753740259764
CDC37L1,CDC37L1,1516,-3.114,-3101,995.853,0.769,0,FALSE,-0.114073660198569,0.114073660198569
SLC25A12,SLC25A12,8056,-3.112,-3099,995.853,0.746,0,FALSE,-0.127261172527331,0.127261172527331
ATP11A,ATP11A,720,-3.111,-3098,995.853,0.67,0,FALSE,-0.173925197299174,0.173925197299174
GPHN,GPHN,3631,-3.111,-3098,995.853,0.704,0,FALSE,-0.152427340857888,0.152427340857888
TMEM218,TMEM218,9153,-3.111,-3098,995.853,0.708,0,FALSE,-0.149966742310231,0.149966742310231
PDCD1LG2,PDCD1LG2,6190,-3.109,-3096,995.853,0.539,0,FALSE,-0.268411234813261,0.268411234813261
HYI,HYI,4029,-3.108,-3095,995.853,0.644,0,FALSE,-0.191114132640188,0.191114132640188
SAMM50,SAMM50,7648,-3.108,-3095,995.853,0.775,0,FALSE,-0.11069829749369,0.11069829749369
SLC1A3,SLC1A3,8038,-3.108,-3095,995.853,0.469,0,FALSE,-0.328827157284917,0.328827157284917
WDR81,WDR81,9938,-3.108,-3095,995.853,0.73,0,FALSE,-0.136677139879544,0.136677139879544
IL17RA,IL17RA,4118,-3.107,-3094,995.853,0.775,0,FALSE,-0.11069829749369,0.11069829749369
PHYHD1,PHYHD1,6376,-3.107,-3094,995.853,0.32,0,FALSE,-0.494850021680094,0.494850021680094
BEX5,BEX5,915,-3.106,-3093,995.853,0.53,0,FALSE,-0.275724130399211,0.275724130399211
TMEM163,TMEM163,9116,-3.105,-3092,995.853,0.544,0,FALSE,-0.26440110030182,0.26440110030182
KLHL36,KLHL36,4539,-3.104,-3091,995.853,0.722,0,FALSE,-0.141462802430361,0.141462802430361
RGS5,RGS5,7322,-3.103,-3090,995.853,0.524,0,FALSE,-0.280668713016273,0.280668713016273
MEX3C,MEX3C,5130,-3.102,-3089,995.853,0.758,0,FALSE,-0.120330794367946,0.120330794367946
ARHGAP29,ARHGAP29,554,-3.101,-3088,995.853,0.601,0,FALSE,-0.22112552799726,0.22112552799726
MARCH8,MARCH8,4981,-3.1,-3087,995.853,0.645,0,FALSE,-0.190440285364732,0.190440285364732
ANXA11,ANXA11,447,-3.099,-3086,995.853,0.731,0,FALSE,-0.13608262304214,0.13608262304214
HOOK3,HOOK3,3939,-3.098,-3085,995.853,0.716,0,FALSE,-0.145086977692144,0.145086977692144
NCOA4,NCOA4,5580,-3.098,-3085,995.853,0.801,0,FALSE,-0.0963674839157623,0.0963674839157623
PTGR1,PTGR1,6938,-3.098,-3085,995.853,0.693,0,FALSE,-0.159266765388193,0.159266765388193
FANCE,FANCE,3075,-3.096,-3083,995.853,0.725,0,FALSE,-0.139661993429006,0.139661993429006
DDHD2,DDHD2,2256,-3.094,-3081,995.853,0.744,0,FALSE,-0.128427064454121,0.128427064454121
SMARCC2,SMARCC2,8264,-3.094,-3081,995.853,0.836,0,FALSE,-0.0777937225609836,0.0777937225609836
DOCK7,DOCK7,2479,-3.093,-3080,995.853,0.759,0,FALSE,-0.11975822410452,0.11975822410452
RTN1,RTN1,7588,-3.091,-3078,995.853,0.445,0,FALSE,-0.351639989019068,0.351639989019068
SETX,SETX,7868,-3.091,-3078,995.853,0.791,0,FALSE,-0.101823516502323,0.101823516502323
ATL2,ATL2,711,-3.09,-3077,995.853,0.692,0,FALSE,-0.159893905543242,0.159893905543242
BICC1,BICC1,926,-3.09,-3077,995.853,0.541,0,FALSE,-0.266802734893431,0.266802734893431
MYL7,MYL7,5469,-3.089,-3076.5,995.853,0.277,0,FALSE,-0.557520230935551,0.557520230935551
MCF2L2,MCF2L2,5030,-3.089,-3076,995.853,0.512,0,TRUE,-0.290730039024169,0.290730039024169
YPEL5,YPEL5,10049,-3.089,-3076,995.853,0.815,0,FALSE,-0.0888423912600234,0.0888423912600234
ANO1,ANO1,436,-3.088,-3075,995.853,0.526,0,TRUE,-0.279014255846261,0.279014255846261
TM4SF1,TM4SF1,9039,-3.087,-3074,995.853,0.522,0,FALSE,-0.282329496997738,0.282329496997738
C21orf91,C21orf91,1122,-3.085,-3072,995.853,0.671,0,FALSE,-0.173277479831008,0.173277479831008
BNIP3L,BNIP3L,962,-3.084,-3071,995.853,0.642,0,FALSE,-0.192464971931147,0.192464971931147
ASB9,ASB9,658,-3.082,-3069,995.853,0.55,0,TRUE,-0.259637310505756,0.259637310505756
ZNF276,ZNF276,10247,-3.082,-3069,995.853,0.677,0,FALSE,-0.169411331314856,0.169411331314856
TNNI2,TNNI2,9264,-3.081,-3068,995.853,0.399,0,FALSE,-0.399027104313252,0.399027104313252
FOLH1,FOLH1,3274,-3.079,-3066,995.853,0.468,0,FALSE,-0.329754146925876,0.329754146925876
STEAP2,STEAP2,8595,-3.079,-3066,995.853,0.494,0,FALSE,-0.306273051076353,0.306273051076353
ITGA1,ITGA1,4269,-3.076,-3063,995.853,0.595,0,TRUE,-0.22548303427145,0.22548303427145
NCK2,NCK2,5569,-3.076,-3063,995.853,0.725,0,FALSE,-0.139661993429006,0.139661993429006
STAMBPL1,STAMBPL1,8571,-3.075,-3062,995.853,0.656,0,FALSE,-0.18309616062434,0.18309616062434
ATM,ATM,714,-3.072,-3059,995.853,0.701,0,TRUE,-0.154281982033341,0.154281982033341
KLHL15,KLHL15,4526,-3.07,-3057,995.853,0.724,0,FALSE,-0.140261433802853,0.140261433802853
TOB2,TOB2,9280,-3.07,-3057,995.853,0.762,0,FALSE,-0.118045028660399,0.118045028660399
AXL,AXL,805,-3.069,-3056,995.853,0.653,0,TRUE,-0.185086818724926,0.185086818724926
TMEM120B,TMEM120B,9082,-3.067,-3054,995.853,0.712,0,FALSE,-0.147520006363144,0.147520006363144
DUSP14,DUSP14,2557,-3.066,-3053,995.853,0.701,0,TRUE,-0.154281982033341,0.154281982033341
AGPAT2,AGPAT2,256,-3.065,-3052,995.853,0.404,0,TRUE,-0.393618634889395,0.393618634889395
CDKN2AIP,CDKN2AIP,1580,-3.065,-3052,995.853,0.785,0,FALSE,-0.105130343254747,0.105130343254747
PMP22,PMP22,6570,-3.065,-3052,995.853,0.593,0,FALSE,-0.226945306635737,0.226945306635737
CAST,CAST,1286,-3.063,-3050,995.853,0.751,0,FALSE,-0.124360062995832,0.124360062995832
DHRS11,DHRS11,2347,-3.063,-3050,995.853,0.632,0,FALSE,-0.199282921717615,0.199282921717615
TMEM80,TMEM80,9199,-3.062,-3049,995.853,0.704,0,FALSE,-0.152427340857888,0.152427340857888
GMFG,GMFG,3551,-3.06,-3047,995.853,0.586,0,FALSE,-0.232102383981909,0.232102383981909
MBTPS1,MBTPS1,5021,-3.059,-3046,995.853,0.828,0,FALSE,-0.0819696632151199,0.0819696632151199
PLK3,PLK3,6537,-3.056,-3043.5,995.853,0.597,0,FALSE,-0.224025668870631,0.224025668870631
ZBTB1,ZBTB1,10072,-3.056,-3043,995.853,0.802,0,FALSE,-0.0958256317158365,0.0958256317158365
SAMD8,SAMD8,7645,-3.051,-3038,995.853,0.673,0,FALSE,-0.171984935776023,0.171984935776023
BHMT,BHMT,925,-3.05,-3037.5,995.853,0.566,0,FALSE,-0.247183568811729,0.247183568811729
SCARA3,SCARA3,7686,-3.05,-3037,995.853,0.525,0,FALSE,-0.279840696594043,0.279840696594043
ATP10D,ATP10D,719,-3.048,-3035,995.853,0.687,0,FALSE,-0.16304326294045,0.16304326294045
PTPN11,PTPN11,6953,-3.047,-3034,995.853,0.745,0,TRUE,-0.127843727251707,0.127843727251707
CMYA5,CMYA5,1822,-3.043,-3030,995.853,0.497,0,TRUE,-0.303643611266668,0.303643611266668
MBLAC2,MBLAC2,5014,-3.043,-3030,995.853,0.715,0,FALSE,-0.145693958198919,0.145693958198919
KLHL24,KLHL24,4532,-3.042,-3029,995.853,0.749,0,TRUE,-0.125518182300534,0.125518182300534
DSE,DSE,2530,-3.039,-3026,995.853,0.645,0,FALSE,-0.190440285364732,0.190440285364732
ADAM11,ADAM11,159,-3.037,-3024,995.853,0.577,0,FALSE,-0.238824186844269,0.238824186844269
FAM46A,FAM46A,3040,-3.037,-3024,995.853,0.71,0,FALSE,-0.148741651280925,0.148741651280925
NLRP3,NLRP3,5744,-3.037,-3024,995.853,0.551,0,FALSE,-0.258848401148215,0.258848401148215
RNF128,RNF128,7408,-3.037,-3024,995.853,0.41,0,TRUE,-0.387216143280265,0.387216143280265
ABR,ABR,72,-3.036,-3023,995.853,0.773,0,FALSE,-0.111820506081675,0.111820506081675
HP1BP3,HP1BP3,3951,-3.036,-3023,995.853,0.804,0,FALSE,-0.0947439512515487,0.0947439512515487
WTAP,WTAP,9985,-3.035,-3022,995.853,0.814,0,FALSE,-0.0893755951107988,0.0893755951107988
AZI2,AZI2,807,-3.034,-3021,995.853,0.784,0,FALSE,-0.105683937315562,0.105683937315562
HIPK2,HIPK2,3881,-3.034,-3021,995.853,0.596,0,FALSE,-0.224753740259764,0.224753740259764
GNPDA2,GNPDA2,3591,-3.033,-3020,995.853,0.788,0,FALSE,-0.103473782510445,0.103473782510445
IKZF5,IKZF5,4106,-3.033,-3020,995.853,0.761,0,FALSE,-0.118615343229427,0.118615343229427
RABGAP1,RABGAP1,7086,-3.033,-3020,995.853,0.821,0,FALSE,-0.0856568428805592,0.0856568428805592
EIF2B3,EIF2B3,2694,-3.03,-3017,995.853,0.776,0,FALSE,-0.110138278741812,0.110138278741812
PRKAR1B,PRKAR1B,6795,-3.03,-3017,995.853,0.634,0,FALSE,-0.197910742118267,0.197910742118267
RPS12,RPS12,7522,-3.029,-3016,995.853,0.705,0,FALSE,-0.151810883008601,0.151810883008601
CPEB3,CPEB3,1963,-3.027,-3014,995.853,0.678,0,FALSE,-0.168770306132937,0.168770306132937
IL27RA,IL27RA,4136,-3.026,-3013,995.853,0.59,0,FALSE,-0.229147988357856,0.229147988357856
CHCHD10,CHCHD10,1657,-3.023,-3010,995.853,0.62,0,FALSE,-0.207608310501746,0.207608310501746
EXOC1,EXOC1,2905,-3.023,-3010,995.853,0.835,0,FALSE,-0.0783135245163979,0.0783135245163979
MTHFSD,MTHFSD,5398,-3.023,-3010,995.853,0.785,0,FALSE,-0.105130343254747,0.105130343254747
RNF11,RNF11,7402,-3.023,-3010,995.853,0.775,0,FALSE,-0.11069829749369,0.11069829749369
DGKG,DGKG,2336,-3.022,-3009,995.853,0.608,0,TRUE,-0.216096420727265,0.216096420727265
ZBTB46,ZBTB46,10084,-3.021,-3008,995.853,0.716,0,TRUE,-0.145086977692144,0.145086977692144
HIVEP2,HIVEP2,3885,-3.019,-3006,995.853,0.686,0,FALSE,-0.163675884293248,0.163675884293248
MAST4,MAST4,4994,-3.019,-3006,995.853,0.564,0,FALSE,-0.248720896016658,0.248720896016658
GNB3,GNB3,3573,-3.018,-3005,995.853,0.556,0,FALSE,-0.254925208417942,0.254925208417942
CHRM1,CHRM1,1702,-3.017,-3004,995.853,0.296,0,FALSE,-0.528708288941061,0.528708288941061
IL1RL2,IL1RL2,4132,-3.017,-3004,995.853,0.421,0,FALSE,-0.375717904164332,0.375717904164332
OGT,OGT,5971,-3.017,-3004,995.853,0.717,0,FALSE,-0.1444808443322,0.1444808443322
ATP2B1,ATP2B1,734,-3.015,-3002,995.853,0.695,0,FALSE,-0.158015195409886,0.158015195409886
CH25H,CH25H,1650,-3.015,-3002,995.853,0.44,0,FALSE,-0.356547323513813,0.356547323513813
GLI2,GLI2,3521,-3.012,-3000,995.853,0.571,0,FALSE,-0.243363891754152,0.243363891754152
TMEM168,TMEM168,9121,-3.012,-3000,995.853,0.78,0,FALSE,-0.10790539730952,0.10790539730952
CEP57,CEP57,1623,-3.011,-2999,995.853,0.775,0,FALSE,-0.11069829749369,0.11069829749369
ZC3H13,ZC3H13,10099,-3.01,-2998,995.853,0.793,0,FALSE,-0.100726812682396,0.100726812682396
PDZD3,PDZD3,6262,-3.009,-2997,995.853,0.651,0,FALSE,-0.186419011431808,0.186419011431808
ZNF215,ZNF215,10230,-3.008,-2996,995.853,0.561,0,FALSE,-0.251037138743839,0.251037138743839
PAM,PAM,6082,-3.007,-2995,995.853,0.626,0,FALSE,-0.20342566678957,0.20342566678957
LRIG2,LRIG2,4761,-3.006,-2994,995.853,0.744,0,TRUE,-0.128427064454121,0.128427064454121
STX17,STX17,8640,-3.006,-2994,995.853,0.817,0,FALSE,-0.0877779434675845,0.0877779434675845
ALDH7A1,ALDH7A1,326,-3.005,-2993,995.853,0.71,0,FALSE,-0.148741651280925,0.148741651280925
RPL35A,RPL35A,7503,-3.005,-2993,995.853,0.743,0,FALSE,-0.129011186239425,0.129011186239425
ST7L,ST7L,8561,-3.005,-2993,995.853,0.758,0,FALSE,-0.120330794367946,0.120330794367946
SLC8A3,SLC8A3,8219,-3.004,-2991.5,995.853,0.486,0,FALSE,-0.313363730737707,0.313363730737707
TMX4,TMX4,9229,-3.001,-2989,995.853,0.745,0,TRUE,-0.127843727251707,0.127843727251707
ATG4C,ATG4C,705,-3,-2987.5,995.853,0.798,0,FALSE,-0.0979971086492706,0.0979971086492706
NWD1,NWD1,5939,-2.999,-2987,995.853,0.447,0,FALSE,-0.349692476868064,0.349692476868064
IL4R,IL4R,4145,-2.998,-2986,995.853,0.66,0,FALSE,-0.180456064458131,0.180456064458131
RPP30,RPP30,7515,-2.996,-2984,995.853,0.851,0,FALSE,-0.0700704399154121,0.0700704399154121
FBXO48,FBXO48,3144,-2.995,-2983,995.853,0.714,0,FALSE,-0.146301788223826,0.146301788223826
EXOC6B,EXOC6B,2911,-2.994,-2982,995.853,0.734,0,FALSE,-0.134303940083929,0.134303940083929
CCNL2,CCNL2,1422,-2.993,-2981,995.853,0.687,0,FALSE,-0.16304326294045,0.16304326294045
CD79B,CD79B,1488,-2.993,-2981,995.853,0.454,0,FALSE,-0.342944147142896,0.342944147142896
FBXL17,FBXL17,3115,-2.993,-2981,995.853,0.712,0,FALSE,-0.147520006363144,0.147520006363144
MORC3,MORC3,5254,-2.993,-2981,995.853,0.793,0,FALSE,-0.100726812682396,0.100726812682396
N4BP1,N4BP1,5496,-2.993,-2981,995.853,0.828,0,FALSE,-0.0819696632151199,0.0819696632151199
